"x","variable","value"
1,"pred.rate",0.751445086705202
2,"pred.rate",0.734104046242775
3,"pred.rate",0.739884393063584
4,"pred.rate",0.710982658959538
5,"pred.rate",0.751445086705202
6,"pred.rate",0.728323699421965
7,"pred.rate",0.745664739884393
8,"pred.rate",0.722543352601156
9,"pred.rate",0.734104046242775
10,"pred.rate",0.722543352601156
11,"pred.rate",0.710982658959538
12,"pred.rate",0.745664739884393
13,"pred.rate",0.763005780346821
14,"pred.rate",0.745664739884393
15,"pred.rate",0.739884393063584
16,"pred.rate",0.76878612716763
17,"pred.rate",0.780346820809249
18,"pred.rate",0.774566473988439
19,"pred.rate",0.780346820809249
20,"pred.rate",0.780346820809249
21,"pred.rate",0.774566473988439
22,"pred.rate",0.774566473988439
23,"pred.rate",0.791907514450867
24,"pred.rate",0.797687861271676
25,"pred.rate",0.791907514450867
26,"pred.rate",0.791907514450867
27,"pred.rate",0.786127167630058
28,"pred.rate",0.803468208092486
29,"pred.rate",0.803468208092486
30,"pred.rate",0.797687861271676
31,"pred.rate",0.786127167630058
32,"pred.rate",0.780346820809249
33,"pred.rate",0.803468208092486
34,"pred.rate",0.774566473988439
35,"pred.rate",0.786127167630058
36,"pred.rate",0.797687861271676
37,"pred.rate",0.780346820809249
38,"pred.rate",0.791907514450867
39,"pred.rate",0.780346820809249
40,"pred.rate",0.791907514450867
41,"pred.rate",0.786127167630058
42,"pred.rate",0.786127167630058
43,"pred.rate",0.791907514450867
44,"pred.rate",0.780346820809249
45,"pred.rate",0.791907514450867
1,"Power",0.476190476190476
2,"Power",0.476190476190476
3,"Power",0.428571428571429
4,"Power",0.380952380952381
5,"Power",0.380952380952381
6,"Power",0.380952380952381
7,"Power",0.333333333333333
8,"Power",0.333333333333333
9,"Power",0.285714285714286
10,"Power",0.380952380952381
11,"Power",0.238095238095238
12,"Power",0.333333333333333
13,"Power",0.333333333333333
14,"Power",0.333333333333333
15,"Power",0.285714285714286
16,"Power",0.380952380952381
17,"Power",0.380952380952381
18,"Power",0.333333333333333
19,"Power",0.333333333333333
20,"Power",0.333333333333333
21,"Power",0.333333333333333
22,"Power",0.333333333333333
23,"Power",0.380952380952381
24,"Power",0.333333333333333
25,"Power",0.428571428571429
26,"Power",0.380952380952381
27,"Power",0.428571428571429
28,"Power",0.380952380952381
29,"Power",0.380952380952381
30,"Power",0.380952380952381
31,"Power",0.380952380952381
32,"Power",0.380952380952381
33,"Power",0.333333333333333
34,"Power",0.333333333333333
35,"Power",0.333333333333333
36,"Power",0.380952380952381
37,"Power",0.333333333333333
38,"Power",0.333333333333333
39,"Power",0.333333333333333
40,"Power",0.333333333333333
41,"Power",0.333333333333333
42,"Power",0.333333333333333
43,"Power",0.333333333333333
44,"Power",0.333333333333333
45,"Power",0.333333333333333
1,"Precision",0.238095238095238
2,"Precision",0.222222222222222
3,"Precision",0.214285714285714
4,"Precision",0.177777777777778
5,"Precision",0.210526315789474
6,"Precision",0.19047619047619
7,"Precision",0.189189189189189
8,"Precision",0.170731707317073
9,"Precision",0.162162162162162
10,"Precision",0.186046511627907
11,"Precision",0.128205128205128
12,"Precision",0.189189189189189
13,"Precision",0.205882352941176
14,"Precision",0.189189189189189
15,"Precision",0.166666666666667
16,"Precision",0.228571428571429
17,"Precision",0.242424242424242
18,"Precision",0.21875
19,"Precision",0.225806451612903
20,"Precision",0.225806451612903
21,"Precision",0.21875
22,"Precision",0.21875
23,"Precision",0.258064516129032
24,"Precision",0.25
25,"Precision",0.272727272727273
26,"Precision",0.258064516129032
27,"Precision",0.264705882352941
28,"Precision",0.275862068965517
29,"Precision",0.275862068965517
30,"Precision",0.266666666666667
31,"Precision",0.25
32,"Precision",0.242424242424242
33,"Precision",0.259259259259259
34,"Precision",0.21875
35,"Precision",0.233333333333333
36,"Precision",0.266666666666667
37,"Precision",0.225806451612903
38,"Precision",0.241379310344828
39,"Precision",0.225806451612903
40,"Precision",0.241379310344828
41,"Precision",0.233333333333333
42,"Precision",0.233333333333333
43,"Precision",0.241379310344828
44,"Precision",0.225806451612903
45,"Precision",0.241379310344828
